localid,Language,collection,label,description ,definition,status
GF,it,fisiogr_forma,GF,forme di accumulo fluvioglaciali,forme di accumulo fluvioglaciali,https://inspire.ec.europa.eu/registry/status/valid
GFK,it,fisiogr_forma,GFK,esker,esker,https://inspire.ec.europa.eu/registry/status/valid
GFR,it,fisiogr_forma,GFR,rilievi di alluvionamento supraglaciale (kame),rilievi di alluvionamento supraglaciale (kame),https://inspire.ec.europa.eu/registry/status/valid
GFS,it,fisiogr_forma,GFS,piana di alluvionamento proglaciale (sandur),piana di alluvionamento proglaciale (sandur),https://inspire.ec.europa.eu/registry/status/valid
GG,it,fisiogr_forma,GG,valli glaciali,valli glaciali,https://inspire.ec.europa.eu/registry/status/valid
GGS,it,fisiogr_forma,GGS,valle glaciale sospesa,valle glaciale sospesa,https://inspire.ec.europa.eu/registry/status/valid
GGU,it,fisiogr_forma,GGU,valle glaciale ad U,valle glaciale ad U,https://inspire.ec.europa.eu/registry/status/valid
GM,it,fisiogr_forma,GM,rilievo morenico,rilievo morenico,https://inspire.ec.europa.eu/registry/status/valid
GMA,it,fisiogr_forma,GMA,"morena di fondo, morena di ablazione","morena di fondo, morena di ablazione",https://inspire.ec.europa.eu/registry/status/valid
GMD,it,fisiogr_forma,GMD,drumlin,drumlin,https://inspire.ec.europa.eu/registry/status/valid
GMF,it,fisiogr_forma,GMF,morena frontale,morena frontale,https://inspire.ec.europa.eu/registry/status/valid
GMI,it,fisiogr_forma,GMI,depressione intermorenica,depressione intermorenica,https://inspire.ec.europa.eu/registry/status/valid
GML,it,fisiogr_forma,GML,morena laterale,morena laterale,https://inspire.ec.europa.eu/registry/status/valid
GMN,it,fisiogr_forma,GMN,nivomorena,nivomorena,https://inspire.ec.europa.eu/registry/status/valid
GN,it,fisiogr_forma,GN,nicchia di nivazione,nicchia di nivazione,https://inspire.ec.europa.eu/registry/status/valid
GS,it,fisiogr_forma,GS,conca di sovraescavazione,conca di sovraescavazione,https://inspire.ec.europa.eu/registry/status/valid
GSR,it,fisiogr_forma,GSR,conca di sovraescavazione riempita,conca di sovraescavazione riempita,https://inspire.ec.europa.eu/registry/status/valid
GT,it,fisiogr_forma,GT,terrazzo di erosione glaciale,terrazzo di erosione glaciale,https://inspire.ec.europa.eu/registry/status/valid
M00,it,fisiogr_forma,M00,"forme di origine marina, lagunare e lacustre","forme di origine marina, lagunare e lacustre",https://inspire.ec.europa.eu/registry/status/valid
MA,it,fisiogr_forma,MA,piattaforma d’abrasione marina,piattaforma d’abrasione marina,https://inspire.ec.europa.eu/registry/status/valid
MAP,it,fisiogr_forma,MAP,piede di falesia (talus),piede di falesia (talus),https://inspire.ec.europa.eu/registry/status/valid
ML,it,fisiogr_forma,ML,terrazzo lacustre,terrazzo lacustre,https://inspire.ec.europa.eu/registry/status/valid
MP,it,fisiogr_forma,MP,piana costiera,piana costiera,https://inspire.ec.europa.eu/registry/status/valid
MPA,it,fisiogr_forma,MPA,piana di marea,piana di marea,https://inspire.ec.europa.eu/registry/status/valid
MPC,it,fisiogr_forma,MPC,cordone,cordone,https://inspire.ec.europa.eu/registry/status/valid
MPF,it,fisiogr_forma,MPF,piana di fango,piana di fango,https://inspire.ec.europa.eu/registry/status/valid
MPL,it,fisiogr_forma,MPL,fascia di oscillazione lacustre,fascia di oscillazione lacustre,https://inspire.ec.europa.eu/registry/status/valid
MPM,it,fisiogr_forma,MPM,canale di marea,canale di marea,https://inspire.ec.europa.eu/registry/status/valid
MPP,it,fisiogr_forma,MPP,palude,palude,https://inspire.ec.europa.eu/registry/status/valid
MPS,it,fisiogr_forma,MPS,piana di sabbia,piana di sabbia,https://inspire.ec.europa.eu/registry/status/valid
MT,it,fisiogr_forma,MT,terrazzo marino,terrazzo marino,https://inspire.ec.europa.eu/registry/status/valid
MTI,it,fisiogr_forma,MTI,terrazzo marino dissecato,terrazzo marino dissecato,https://inspire.ec.europa.eu/registry/status/valid
P00,it,fisiogr_forma,P00,forme di origine fluviale (in pianura),forme di origine fluviale (in pianura),https://inspire.ec.europa.eu/registry/status/valid
PB,it,fisiogr_forma,PB,piana alluvionale bonificata,piana alluvionale bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBA,it,fisiogr_forma,PBA,area di transizione (pianura modale o argine distale) in piana all. bonificata,area di transizione (pianura modale o argine distale) in piana all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBC,it,fisiogr_forma,PBC,ventaglio o canale di rotta distale in pian. all. bonificata,ventaglio o canale di rotta distale in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBD,it,fisiogr_forma,PBD,dosso o argine naturale (levee) in pian. all. bonificata,dosso o argine naturale (levee) in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBM,it,fisiogr_forma,PBM,paleoalveo a canale singolo in pian. all. bonificata,paleoalveo a canale singolo in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBR,it,fisiogr_forma,PBR,bassura di risorgiva in piana all. bonificata,bassura di risorgiva in piana all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBT,it,fisiogr_forma,PBT,area di tracimazione in pian. all. bonificata,area di tracimazione in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBV,it,fisiogr_forma,PBV,ventaglio o canale di rotta in pian. all. bonificata,ventaglio o canale di rotta in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBW,it,fisiogr_forma,PBW,paleoalveo a canali intrecciati in pian. all. bonificata,paleoalveo a canali intrecciati in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBX,it,fisiogr_forma,PBX,area con tracce di canali intrecciati in pian. all. bonificata,area con tracce di canali intrecciati in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBY,it,fisiogr_forma,PBY,area con tracce di canali singoli in pian. all. bonificata,area con tracce di canali singoli in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PBZ,it,fisiogr_forma,PBZ,depressione (bacino intercanale) in pian. all. bonificata,depressione (bacino intercanale) in pian. all. bonificata,https://inspire.ec.europa.eu/registry/status/valid
PC,it,fisiogr_forma,PC,piana alluvionale,piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCA,it,fisiogr_forma,PCA,area di transizione (pianura modale o argine distale) in piana alluvionale,area di transizione (pianura modale o argine distale) in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCC,it,fisiogr_forma,PCC,ventaglio o canale di rotta distale in piana alluvionale,ventaglio o canale di rotta distale in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCD,it,fisiogr_forma,PCD,dosso o argine naturale (levee) in piana alluvionale,dosso o argine naturale (levee) in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCE,it,fisiogr_forma,PCE,piana alluvionale elevata,piana alluvionale elevata,https://inspire.ec.europa.eu/registry/status/valid
PCF,it,fisiogr_forma,PCF,alveo attivo a canali intrecciati in piana alluvionale,alveo attivo a canali intrecciati in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCG,it,fisiogr_forma,PCG,golena in piana alluvionale,golena in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCI,it,fisiogr_forma,PCI,isola fluviale in piana alluvionale,isola fluviale in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCM,it,fisiogr_forma,PCM,paleoalveo a canale singolo in piana alluvionale,paleoalveo a canale singolo in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCR,it,fisiogr_forma,PCR,bassura di risorgiva in piana alluvionale,bassura di risorgiva in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCS,it,fisiogr_forma,PCS,piana a meandri in piana alluvionale,piana a meandri in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCT,it,fisiogr_forma,PCT,area di tracimazione in piana alluvionale,area di tracimazione in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCV,it,fisiogr_forma,PCV,ventaglio o canale di rotta in piana alluvionale,ventaglio o canale di rotta in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCW,it,fisiogr_forma,PCW,paleoalveo a canali intrecciati in piana alluvionale,paleoalveo a canali intrecciati in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCX,it,fisiogr_forma,PCX,area con tracce di canali intrecciati in piana alluvionale,area con tracce di canali intrecciati in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCY,it,fisiogr_forma,PCY,area con tracce di canali singoli in piana alluvionale,area con tracce di canali singoli in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PCZ,it,fisiogr_forma,PCZ,depressione (bacino intercanale) in piana alluvionale,depressione (bacino intercanale) in piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
PD,it,fisiogr_forma,PD,delta,delta,https://inspire.ec.europa.eu/registry/status/valid
PDA,it,fisiogr_forma,PDA,area di transizione (pianura modale o argine distale) in delta,area di transizione (pianura modale o argine distale) in delta,https://inspire.ec.europa.eu/registry/status/valid
PDD,it,fisiogr_forma,PDD,dosso o argine naturale (levee) in delta,dosso o argine naturale (levee) in delta,https://inspire.ec.europa.eu/registry/status/valid
PDT,it,fisiogr_forma,PDT,area di tracimazione in delta,area di tracimazione in delta,https://inspire.ec.europa.eu/registry/status/valid
PDV,it,fisiogr_forma,PDV,ventaglio di rotta in delta,ventaglio di rotta in delta,https://inspire.ec.europa.eu/registry/status/valid
PDW,it,fisiogr_forma,PDW,alveo inattivo in delta,alveo inattivo in delta,https://inspire.ec.europa.eu/registry/status/valid
PDZ,it,fisiogr_forma,PDZ,depressione (bacino intercanale) in delta,depressione (bacino intercanale) in delta,https://inspire.ec.europa.eu/registry/status/valid
PE,it,fisiogr_forma,PE,delta bonificato,delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PEA,it,fisiogr_forma,PEA,area di transizione (pianura modale o argine distale) in delta bonificato,area di transizione (pianura modale o argine distale) in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PEB,it,fisiogr_forma,PEB,bacino intercanale in delta bonificato,bacino intercanale in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PED,it,fisiogr_forma,PED,dosso o argine naturale (levee) in delta bonificato,dosso o argine naturale (levee) in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PEP,it,fisiogr_forma,PEP,piana deltizia in delta bonificato,piana deltizia in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PET,it,fisiogr_forma,PET,area di tracimazione in delta bonificato,area di tracimazione in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PEV,it,fisiogr_forma,PEV,ventaglio di rotta in delta bonificato,ventaglio di rotta in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PEW,it,fisiogr_forma,PEW,alveo inattivo in delta bonificato,alveo inattivo in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PEZ,it,fisiogr_forma,PEZ,depressione (bacino intercanale) in delta bonificato,depressione (bacino intercanale) in delta bonificato,https://inspire.ec.europa.eu/registry/status/valid
PP,it,fisiogr_forma,PP,piana pedemontana,piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPC,it,fisiogr_forma,PPC,conoide in piana pedemontana,conoide in piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPD,it,fisiogr_forma,PPD,depressione di interconoide in piana pedemontana,depressione di interconoide in piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPE,it,fisiogr_forma,PPE,conoidi coalescenti in piana pedemontana,conoidi coalescenti in piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPF,it,fisiogr_forma,PPF,glacis d’accumulo in piana pedemontana,glacis d’accumulo in piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPT,it,fisiogr_forma,PPT,parte distale del conoide in piana pedemontana,parte distale del conoide in piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPW,it,fisiogr_forma,PPW,conoide con tracce di canali intrecciati in piana pedemontana,conoide con tracce di canali intrecciati in piana pedemontana,https://inspire.ec.europa.eu/registry/status/valid
PPX,it,fisiogr_forma,PPX,"paleoalveo a canali intrecciati, su conoide in piana pedemontana","paleoalveo a canali intrecciati, su conoide in piana pedemontana",https://inspire.ec.europa.eu/registry/status/valid
PPY,it,fisiogr_forma,PPY,"paleoalveo a canale singolo, su conoide in piana pedemontana","paleoalveo a canale singolo, su conoide in piana pedemontana",https://inspire.ec.europa.eu/registry/status/valid
PT,it,fisiogr_forma,PT,terrazzo fluviale in pianura,terrazzo fluviale in pianura,https://inspire.ec.europa.eu/registry/status/valid
PTB,it,fisiogr_forma,PTB,"paleoalveo a canali intrecciati, su terrazzo fluviale in pianura","paleoalveo a canali intrecciati, su terrazzo fluviale in pianura",https://inspire.ec.europa.eu/registry/status/valid
PTI,it,fisiogr_forma,PTI,terrazzo fluviale dissecato in pianura,terrazzo fluviale dissecato in pianura,https://inspire.ec.europa.eu/registry/status/valid
PTM,it,fisiogr_forma,PTM,"paleoalveo a canale singolo, su terrazzo fluviale in pianura","paleoalveo a canale singolo, su terrazzo fluviale in pianura",https://inspire.ec.europa.eu/registry/status/valid
PTO,it,fisiogr_forma,PTO,terrazzo fluviale con superficie ondulata in pianura,terrazzo fluviale con superficie ondulata in pianura,https://inspire.ec.europa.eu/registry/status/valid
PTR,it,fisiogr_forma,PTR,basso terrazzo fluviale in pianura,basso terrazzo fluviale in pianura,https://inspire.ec.europa.eu/registry/status/valid
PTX,it,fisiogr_forma,PTX,terrazzo fluviale con tracce di canali intrecciati in pianura,terrazzo fluviale con tracce di canali intrecciati in pianura,https://inspire.ec.europa.eu/registry/status/valid
PTY,it,fisiogr_forma,PTY,terrazzo fluviale con tracce di canali singoli in pianura,terrazzo fluviale con tracce di canali singoli in pianura,https://inspire.ec.europa.eu/registry/status/valid
S00,it,fisiogr_forma,S00,forme derivanti da struttura e tettonica,forme derivanti da struttura e tettonica,https://inspire.ec.europa.eu/registry/status/valid
SC,it,fisiogr_forma,SC,cuesta,cuesta,https://inspire.ec.europa.eu/registry/status/valid
SD,it,fisiogr_forma,SD,depressione tettonica (graben),depressione tettonica (graben),https://inspire.ec.europa.eu/registry/status/valid
SG,it,fisiogr_forma,SG,versante molto irregolare per strutture geologiche,versante molto irregolare per strutture geologiche,https://inspire.ec.europa.eu/registry/status/valid
SR,it,fisiogr_forma,SR,rilievo tettonico (horst),rilievo tettonico (horst),https://inspire.ec.europa.eu/registry/status/valid
SS,it,fisiogr_forma,SS,superficie strutturale,superficie strutturale,https://inspire.ec.europa.eu/registry/status/valid
SSD,it,fisiogr_forma,SSD,superficie strutturale dissecata,superficie strutturale dissecata,https://inspire.ec.europa.eu/registry/status/valid
SSO,it,fisiogr_forma,SSO,superficie strutturale ondulata,superficie strutturale ondulata,https://inspire.ec.europa.eu/registry/status/valid
SV,it,fisiogr_forma,SV,versante di faglia,versante di faglia,https://inspire.ec.europa.eu/registry/status/valid
V00,it,fisiogr_forma,V00,forme di origine vulcanica,forme di origine vulcanica,https://inspire.ec.europa.eu/registry/status/valid
VA,it,fisiogr_forma,VA,caldera,caldera,https://inspire.ec.europa.eu/registry/status/valid
VC,it,fisiogr_forma,VC,cono vulcanico,cono vulcanico,https://inspire.ec.europa.eu/registry/status/valid
VCC,it,fisiogr_forma,VCC,cono di cenere,cono di cenere,https://inspire.ec.europa.eu/registry/status/valid
VCL,it,fisiogr_forma,VCL,cono di lava,cono di lava,https://inspire.ec.europa.eu/registry/status/valid
VCP,it,fisiogr_forma,VCP,cono poligenico,cono poligenico,https://inspire.ec.europa.eu/registry/status/valid
VCS,it,fisiogr_forma,VCS,cono di scorie,cono di scorie,https://inspire.ec.europa.eu/registry/status/valid
VD,it,fisiogr_forma,VD,cupola o domo lavico,cupola o domo lavico,https://inspire.ec.europa.eu/registry/status/valid
VL,it,fisiogr_forma,VL,colata lavica,colata lavica,https://inspire.ec.europa.eu/registry/status/valid
VP,it,fisiogr_forma,VP,plateau vulcanico,plateau vulcanico,https://inspire.ec.europa.eu/registry/status/valid
VR,it,fisiogr_forma,VR,cratere,cratere,https://inspire.ec.europa.eu/registry/status/valid
VRM,it,fisiogr_forma,VRM,cratere di esplosione (maar),cratere di esplosione (maar),https://inspire.ec.europa.eu/registry/status/valid
VT,it,fisiogr_forma,VT,depressione vulcano-tettonica,depressione vulcano-tettonica,https://inspire.ec.europa.eu/registry/status/valid
W00,it,fisiogr_forma,W00,forme di origine eolica,forme di origine eolica,https://inspire.ec.europa.eu/registry/status/valid
WA,it,fisiogr_forma,WA,area di accumulo eolico,area di accumulo eolico,https://inspire.ec.europa.eu/registry/status/valid
WD,it,fisiogr_forma,WD,dune,dune,https://inspire.ec.europa.eu/registry/status/valid
WDA,it,fisiogr_forma,WDA,duna appoggiata,duna appoggiata,https://inspire.ec.europa.eu/registry/status/valid
WDP,it,fisiogr_forma,WDP,dune spianate,dune spianate,https://inspire.ec.europa.eu/registry/status/valid
WDS,it,fisiogr_forma,WDS,dune stabilizzate,dune stabilizzate,https://inspire.ec.europa.eu/registry/status/valid
WE,it,fisiogr_forma,WE,superficie o conca di deflazione,superficie o conca di deflazione,https://inspire.ec.europa.eu/registry/status/valid
WI,it,fisiogr_forma,WI,area interdunale,area interdunale,https://inspire.ec.europa.eu/registry/status/valid
WIL,it,fisiogr_forma,WIL,area interdunale periodicamente allagata (lama),area interdunale periodicamente allagata (lama),https://inspire.ec.europa.eu/registry/status/valid
0,en,fisiogr_forma,0,unknown,unknown,https://inspire.ec.europa.eu/registry/status/valid
A00,en,fisiogr_forma,A00,anthropic origin landforms,anthropic origin landforms,https://inspire.ec.europa.eu/registry/status/valid
AA,en,fisiogr_forma,AA,dumping or landfill area,dumping or landfill area,https://inspire.ec.europa.eu/registry/status/valid
AAD,en,fisiogr_forma,AAD,dumping area,dumping area,https://inspire.ec.europa.eu/registry/status/valid
AAR,en,fisiogr_forma,AAR,landfill area,landfill area,https://inspire.ec.europa.eu/registry/status/valid
AE,en,fisiogr_forma,AE,mining area,mining area,https://inspire.ec.europa.eu/registry/status/valid
AEA,en,fisiogr_forma,AEA,abandoned mine,abandoned mine,https://inspire.ec.europa.eu/registry/status/valid
AEC,en,fisiogr_forma,AEC,active mine,active mine,https://inspire.ec.europa.eu/registry/status/valid
AG,en,fisiogr_forma,AG,"dike, channel or others artificial works","dike, channel or others artificial works",https://inspire.ec.europa.eu/registry/status/valid
AT,en,fisiogr_forma,AT,terraced slope,terraced slope,https://inspire.ec.europa.eu/registry/status/valid
ATC,en,fisiogr_forma,ATC,banked terraced slope,banked terraced slope,https://inspire.ec.europa.eu/registry/status/valid
ATD,en,fisiogr_forma,ATD,terraced slope degradated,terraced slope degradated,https://inspire.ec.europa.eu/registry/status/valid
ATI,en,fisiogr_forma,ATI,terraced slope integral,terraced slope integral,https://inspire.ec.europa.eu/registry/status/valid
ATM,en,fisiogr_forma,ATM,mechanized terraced slope,mechanized terraced slope,https://inspire.ec.europa.eu/registry/status/valid
AV,en,fisiogr_forma,AV,"levelled ground, reshaped slope","levelled ground, reshaped slope",https://inspire.ec.europa.eu/registry/status/valid
C00,en,fisiogr_forma,C00,karst origin landforms,karst origin landforms,https://inspire.ec.europa.eu/registry/status/valid
CD,en,fisiogr_forma,CD,karst depression,karst depression,https://inspire.ec.europa.eu/registry/status/valid
CDA,en,fisiogr_forma,CDA,open doline,open doline,https://inspire.ec.europa.eu/registry/status/valid
CDC,en,fisiogr_forma,CDC,sinkhole doline,sinkhole doline,https://inspire.ec.europa.eu/registry/status/valid
CDD,en,fisiogr_forma,CDD,flat bottomed doline,flat bottomed doline,https://inspire.ec.europa.eu/registry/status/valid
CDE,en,fisiogr_forma,CDE,open uvala,open uvala,https://inspire.ec.europa.eu/registry/status/valid
CDH,en,fisiogr_forma,CDH,hum,hum,https://inspire.ec.europa.eu/registry/status/valid
CDI,en,fisiogr_forma,CDI,residual relief (chicot),residual relief (chicot),https://inspire.ec.europa.eu/registry/status/valid
CDP,en,fisiogr_forma,CDP,polje,polje,https://inspire.ec.europa.eu/registry/status/valid
CDR,en,fisiogr_forma,CDR,collapsed uvala,collapsed uvala,https://inspire.ec.europa.eu/registry/status/valid
CDT,en,fisiogr_forma,CDT,open polje,open polje,https://inspire.ec.europa.eu/registry/status/valid
CDU,en,fisiogr_forma,CDU,uvala,uvala,https://inspire.ec.europa.eu/registry/status/valid
CDV,en,fisiogr_forma,CDV,subsidence doline,subsidence doline,https://inspire.ec.europa.eu/registry/status/valid
CI,en,fisiogr_forma,CI,intensively karstic slope,intensively karstic slope,https://inspire.ec.europa.eu/registry/status/valid
CP,en,fisiogr_forma,CP,"karst stones (""griza""or ""grisè"")","karst stones (""griza""or ""grisè"")",https://inspire.ec.europa.eu/registry/status/valid
CR,en,fisiogr_forma,CR,intensively karstic plateau,intensively karstic plateau,https://inspire.ec.europa.eu/registry/status/valid
CT,en,fisiogr_forma,CT,plateau with a fluviokarst network,plateau with a fluviokarst network,https://inspire.ec.europa.eu/registry/status/valid
CV,en,fisiogr_forma,CV,fluviokarst valley,fluviokarst valley,https://inspire.ec.europa.eu/registry/status/valid
CVA,en,fisiogr_forma,CVA,spring or blind fluviokarst valley,spring or blind fluviokarst valley,https://inspire.ec.europa.eu/registry/status/valid
CVC,en,fisiogr_forma,CVC,karst canyon,karst canyon,https://inspire.ec.europa.eu/registry/status/valid
CVV,en,fisiogr_forma,CVV,dry fluviokarst valley,dry fluviokarst valley,https://inspire.ec.europa.eu/registry/status/valid
E00,en,fisiogr_forma,E00,erosive modelling landforms,erosive modelling landforms,https://inspire.ec.europa.eu/registry/status/valid
EA,en,fisiogr_forma,EA,debris accumulation form,debris accumulation form,https://inspire.ec.europa.eu/registry/status/valid
EAC,en,fisiogr_forma,EAC,talus (debris) cone,talus (debris) cone,https://inspire.ec.europa.eu/registry/status/valid
EACa,en,fisiogr_forma,EACa,active talus cone,active talus cone,https://inspire.ec.europa.eu/registry/status/valid
EACs,en,fisiogr_forma,EACs,stabilized talus cone,stabilized talus cone,https://inspire.ec.europa.eu/registry/status/valid
EAP,en,fisiogr_forma,EAP,alluvial glacis,alluvial glacis,https://inspire.ec.europa.eu/registry/status/valid
EAS,en,fisiogr_forma,EAS,rockfal talus,rockfal talus,https://inspire.ec.europa.eu/registry/status/valid
EASa,en,fisiogr_forma,EASa,active nappe talus,active nappe talus,https://inspire.ec.europa.eu/registry/status/valid
EASs,en,fisiogr_forma,EASs,stabilized nappe talus,stabilized nappe talus,https://inspire.ec.europa.eu/registry/status/valid
EAT,en,fisiogr_forma,EAT,peat bog slope,peat bog slope,https://inspire.ec.europa.eu/registry/status/valid
EAV,en,fisiogr_forma,EAV,avalanche cone,avalanche cone,https://inspire.ec.europa.eu/registry/status/valid
EC,en,fisiogr_forma,EC,avalanche channel,avalanche channel,https://inspire.ec.europa.eu/registry/status/valid
ED,en,fisiogr_forma,ED,slope with landslides and eventually rill and/or gully erosion,slope with landslides and eventually rill and/or gully erosion,https://inspire.ec.europa.eu/registry/status/valid
EDB,en,fisiogr_forma,EDB,"slope with ""biancane""","slope with ""biancane""",https://inspire.ec.europa.eu/registry/status/valid
EDC,en,fisiogr_forma,EDC,badlands,badlands,https://inspire.ec.europa.eu/registry/status/valid
EDF,en,fisiogr_forma,EDF,slope with soil slips,slope with soil slips,https://inspire.ec.europa.eu/registry/status/valid
EDI,en,fisiogr_forma,EDI,slope with mappable catastrophical landslide,slope with mappable catastrophical landslide,https://inspire.ec.europa.eu/registry/status/valid
EDL,en,fisiogr_forma,EDL,slope with mass flow,slope with mass flow,https://inspire.ec.europa.eu/registry/status/valid
EDR,en,fisiogr_forma,EDR,creeping slope,creeping slope,https://inspire.ec.europa.eu/registry/status/valid
EDS,en,fisiogr_forma,EDS,slope with solifluction,slope with solifluction,https://inspire.ec.europa.eu/registry/status/valid
EE,en,fisiogr_forma,EE,slope with sheet and/or rill and/or gully erosion,slope with sheet and/or rill and/or gully erosion,https://inspire.ec.europa.eu/registry/status/valid
EER,en,fisiogr_forma,EER,slope with rill and/or gully erosion,slope with rill and/or gully erosion,https://inspire.ec.europa.eu/registry/status/valid
EES,en,fisiogr_forma,EES,slope with sheet erosion,slope with sheet erosion,https://inspire.ec.europa.eu/registry/status/valid
EF,en,fisiogr_forma,EF,slope with landslides,slope with landslides,https://inspire.ec.europa.eu/registry/status/valid
EFC,en,fisiogr_forma,EFC,landslide body,landslide body,https://inspire.ec.europa.eu/registry/status/valid
EFN,en,fisiogr_forma,EFN,landslide main scarp,landslide main scarp,https://inspire.ec.europa.eu/registry/status/valid
EG,en,fisiogr_forma,EG,erosion glacis or pediment,erosion glacis or pediment,https://inspire.ec.europa.eu/registry/status/valid
EL,en,fisiogr_forma,EL,linear slope,linear slope,https://inspire.ec.europa.eu/registry/status/valid
ELA,en,fisiogr_forma,ELA,linear aggraded slope,linear aggraded slope,https://inspire.ec.europa.eu/registry/status/valid
ELN,en,fisiogr_forma,ELN,linear non aggraded slope,linear non aggraded slope,https://inspire.ec.europa.eu/registry/status/valid
ELR,en,fisiogr_forma,ELR,linear regular slope,linear regular slope,https://inspire.ec.europa.eu/registry/status/valid
EP,en,fisiogr_forma,EP,scarp,scarp,https://inspire.ec.europa.eu/registry/status/valid
EPS,en,fisiogr_forma,EPS,scarp foot,scarp foot,https://inspire.ec.europa.eu/registry/status/valid
ER,en,fisiogr_forma,ER,residual terrace,residual terrace,https://inspire.ec.europa.eu/registry/status/valid
ES,en,fisiogr_forma,ES,planation surface,planation surface,https://inspire.ec.europa.eu/registry/status/valid
ESD,en,fisiogr_forma,ESD,dissected planation surface,dissected planation surface,https://inspire.ec.europa.eu/registry/status/valid
ESP,en,fisiogr_forma,ESP,levelled planation surface,levelled planation surface,https://inspire.ec.europa.eu/registry/status/valid
ESS,en,fisiogr_forma,ESS,semi-levelled planation surface,semi-levelled planation surface,https://inspire.ec.europa.eu/registry/status/valid
ET,en,fisiogr_forma,ET,residual relief (tor),residual relief (tor),https://inspire.ec.europa.eu/registry/status/valid
EV,en,fisiogr_forma,EV,slope dissected by small valleys,slope dissected by small valleys,https://inspire.ec.europa.eu/registry/status/valid
EVA,en,fisiogr_forma,EVA,"not aggraded slope dissected by small valleys, severly eroded","not aggraded slope dissected by small valleys, severly eroded",https://inspire.ec.europa.eu/registry/status/valid
EVC,en,fisiogr_forma,EVC,"aggraded slope dissected by small valleys, severly eroded","aggraded slope dissected by small valleys, severly eroded",https://inspire.ec.europa.eu/registry/status/valid
EVE,en,fisiogr_forma,EVE,"aggraded slope dissected by small valleys, redissected","aggraded slope dissected by small valleys, redissected",https://inspire.ec.europa.eu/registry/status/valid
EVG,en,fisiogr_forma,EVG,"aggraded slope dissected by small valleys, concave form filled","aggraded slope dissected by small valleys, concave form filled",https://inspire.ec.europa.eu/registry/status/valid
EVI,en,fisiogr_forma,EVI,aggraded slope dissected by small valleys,aggraded slope dissected by small valleys,https://inspire.ec.europa.eu/registry/status/valid
EVN,en,fisiogr_forma,EVN,not aggraded slope dissected by small valleys,not aggraded slope dissected by small valleys,https://inspire.ec.europa.eu/registry/status/valid
EVP,en,fisiogr_forma,EVP,"aggraded slope dissected by small valleys, flat bottom filled","aggraded slope dissected by small valleys, flat bottom filled",https://inspire.ec.europa.eu/registry/status/valid
EVR,en,fisiogr_forma,EVR,"regular slope dissected by small valleys,","regular slope dissected by small valleys,",https://inspire.ec.europa.eu/registry/status/valid
EVS,en,fisiogr_forma,EVS,"regular slope dissected by small valleys, severly eroded","regular slope dissected by small valleys, severly eroded",https://inspire.ec.europa.eu/registry/status/valid
